ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2024-11-05,50,103321,604,Employed,Bachelor,30,23504,36,Single,3,Rent,4067,0.158,11,5,0.472,0,Debt Consolidation,0,43,31,23493,10907,223817,33749,8610,0.812,5,190068,0.0459,0.0985,756.75,0.56,0,47.84
2023-03-04,20,92303,519,Employed,Master,0,136303,84,Married,4,Own,1427,0.126,11,1,0.186,0,Home,0,45,1,14908,10827,151197,190357,7691,0.951,0,-39160,0.0376,0.0972,2243.12,0.477,0,8.56
2024-09-09,26,75171,745,Employed,Associate,4,106772,36,Single,5,Mortgage,575,0.394,10,2,0.092,0,Debt Consolidation,0,17,6,45917,3895,160149,129143,6264,0.631,4,31006,0.0352,0.0398,3151.39,0.595,1,97.17
2023-01-21,32,92515,651,Employed,Associate,12,80944,120,Single,1,Mortgage,4074,0.145,0,4,0.528,0,Debt Consolidation,0,37,7,21529,18329,146407,130058,7709,0.634,0,16349,0.0453,0.089,1020.99,0.661,0,46.52
2023-01-14,24,55697,624,Employed,High School,1,46153,84,Married,4,Mortgage,606,0.443,1,1,0.131,0,Home,0,37,3,43229,14478,199214,25462,4641,0.911,1,173752,0.0583,0.0888,739.75,0.29,0,28.98
2024-10-26,43,124422,680,Self-Employed,Bachelor,21,158799,12,Married,3,Own,4373,0.202,10,2,0.422,0,Education,0,48,12,93897,943,360500,259624,10368,0.717,2,100876,0.0599,0.091,13894.57,1.762,1,79.78
2023-06-23,56,102906,609,Self-Employed,High School,33,147677,36,Single,1,Own,3661,0.25,11,2,0.427,0,Other,1,34,18,29084,25039,435471,171014,8575,0.91,2,264457,0.0371,0.0862,4670.02,0.971,0,22.19
2024-01-31,55,35379,623,Employed,Bachelor,37,15400,60,Married,3,Rent,1530,0.306,14,1,0.519,0,Auto,1,1,33,8516,3686,137949,25437,2948,0.926,15,112512,0.0464,0.0966,324.63,0.629,0,3.71
2024-04-10,45,63626,684,Employed,Bachelor,25,122044,84,Married,0,Rent,679,0.124,10,3,0.128,0,Debt Consolidation,0,14,22,5664,6214,266931,181509,5302,0.499,1,85422,0.0438,0.0592,1778.21,0.463,1,95.74
2023-06-09,67,24993,605,Self-Employed,High School,44,29001,24,Married,1,Rent,515,0.141,5,2,0.247,0,Debt Consolidation,0,40,34,15510,5988,89222,14251,2082,0.948,23,74971,0.0488,0.0899,1324.77,0.883,0,21.13
2024-01-11,50,115947,617,Employed,Bachelor,28,100700,24,Single,4,Own,3534,0.31,5,0,0.366,0,Debt Consolidation,0,4,16,70408,22200,371616,38422,9662,0.632,14,333194,0.0578,0.1018,4655.16,0.848,0,48.39
2024-12-23,22,60603,645,Employed,Master,2,112096,12,Married,0,Own,841,0.262,3,2,0.167,0,Auto,0,1,2,37928,836,205608,44351,5050,0.75,2,161257,0.0383,0.0654,9675.55,2.082,0,46.51
2024-10-15,62,106338,668,Employed,Doctorate,44,204644,84,Divorced,2,Rent,4711,0.212,11,0,0.532,0,Other,0,3,16,61797,21447,416586,140465,8861,0.746,14,276121,0.0572,0.0968,3363.59,0.911,0,38.91
2023-01-28,51,51293,714,Employed,High School,32,11216,12,Divorced,4,Rent,1421,0.438,7,6,0.332,0,Education,0,43,30,33403,12765,79136,15188,4274,0.778,10,63948,0.0491,0.0672,969.04,0.559,1,88.7
2023-06-17,54,21415,712,Employed,Master,33,23789,36,Divorced,5,Rent,621,0.285,3,1,0.348,0,Auto,0,27,21,13431,4366,73588,29403,1784,0.798,13,44185,0.0391,0.0585,722.09,0.753,1,83.26
2024-11-02,50,202538,525,Unemployed,Bachelor,29,317805,12,Widowed,1,Rent,5834,0.135,12,1,0.346,0,Debt Consolidation,0,17,12,140023,41093,641338,257946,16878,0.764,21,383392,0.053,0.119,28221.72,2.018,0,25.67
2024-09-09,50,57846,786,Self-Employed,Doctorate,27,45313,36,Married,1,Other,845,0.623,5,1,0.175,0,Auto,0,36,18,17113,16203,256093,31753,4820,0.735,8,224340,0.056,0.0648,1388.39,0.463,1,96.37
2024-07-14,23,32856,665,Unemployed,High School,5,47431,36,Single,3,Own,716,0.448,8,2,0.261,0,Auto,0,1,4,11536,340,173737,41223,2738,0.549,5,132514,0.0337,0.0605,1444.02,0.789,1,61.07
2023-01-21,50,96074,630,Unemployed,Bachelor,30,50511,120,Divorced,0,Own,2385,0.095,7,3,0.298,0,Home,0,43,29,77410,22677,223850,60424,8006,0.751,9,163426,0.0331,0.0705,587.78,0.371,0,38.73
2023-09-10,64,149930,578,Employed,Bachelor,45,95072,60,Married,5,Own,6648,0.494,14,2,0.532,1,Auto,0,4,42,120298,38614,571278,49988,12494,0.64,24,521290,0.0537,0.1158,2094.7,0.7,0,1.21
2024-07-05,35,48961,839,Employed,Master,12,70232,48,Married,0,Rent,1643,0.178,13,3,0.403,0,Education,0,17,5,32823,11302,89325,88031,4080,0.955,12,1294,0.0511,0.0713,1686.03,0.816,1,78.2
2024-07-18,52,51553,850,Self-Employed,High School,34,43101,72,Divorced,5,Mortgage,2188,0.021,15,1,0.509,0,Debt Consolidation,1,48,26,14580,12632,113101,83300,4296,0.832,22,29801,0.0448,0.0703,735.45,0.68,1,77.9
2023-06-27,19,61024,827,Unemployed,Bachelor,0,87604,84,Single,1,Rent,337,0.331,2,1,0.066,0,Auto,0,0,0,14185,3745,306882,92325,5085,0.886,0,214557,0.0363,0.0396,1195.83,0.301,1,96.08
2023-09-11,38,31086,670,Self-Employed,Bachelor,19,26514,72,Married,2,Mortgage,795,0.646,0,0,0.307,0,Home,0,36,17,14155,6410,83721,11818,2590,0.729,19,71903,0.0513,0.0792,463.84,0.486,1,52.75
2023-03-13,43,38356,690,Employed,Doctorate,25,21803,48,Married,0,Mortgage,632,0.469,0,0,0.198,0,Auto,0,46,23,2724,7340,51240,16095,3196,0.847,7,35145,0.032,0.0494,501.52,0.355,1,80.7
2023-11-08,74,132053,794,Employed,Master,53,37880,48,Single,4,Own,2924,0.306,0,1,0.266,0,Home,0,26,40,60586,13501,663632,19950,11004,0.556,14,643682,0.0322,0.0455,864.65,0.344,1,99.52
2024-03-02,30,50710,638,Unemployed,Doctorate,9,106736,36,Single,3,Rent,2128,0.229,9,2,0.504,0,Auto,1,29,9,28686,2284,279589,209932,4225,0.737,9,69657,0.0393,0.085,3369.39,1.301,0,12.43
2023-09-15,34,35639,708,Employed,Bachelor,13,70251,12,Single,5,Rent,882,0.682,10,2,0.297,1,Home,0,33,10,19799,2207,135616,36570,2969,0.907,0,99046,0.0395,0.0574,6037.86,2.33,1,76.2
2023-07-10,41,43216,680,Unemployed,High School,18,69599,36,Married,5,Mortgage,1332,0.089,9,4,0.37,0,Auto,0,24,9,18256,4027,197189,51809,3601,0.872,16,145380,0.0477,0.0762,2168.8,0.972,0,44.61
2023-05-09,75,92634,832,Employed,Bachelor,55,91561,60,Married,2,Rent,2763,0.319,2,1,0.358,0,Home,0,42,53,76604,25068,269977,104933,7719,0.751,24,165044,0.0476,0.0655,1793.64,0.59,1,94.18
2023-09-24,67,20172,789,Unemployed,Master,48,26550,72,Single,5,Mortgage,846,0.257,2,1,0.503,0,Debt Consolidation,0,6,16,6745,5846,64636,51102,1681,0.672,22,13534,0.0413,0.0665,448.2,0.77,0,43.24
2024-03-25,20,61532,647,Employed,Associate,0,62501,24,Divorced,5,Mortgage,295,0.234,5,5,0.058,0,Home,0,0,1,17740,3790,197197,76988,5127,0.793,0,120209,0.0501,0.0712,2801.73,0.604,0,29.95
2023-07-07,31,185555,797,Unemployed,Bachelor,9,380408,48,Married,5,Mortgage,8091,0.291,13,1,0.523,1,Debt Consolidation,0,10,10,102290,35444,300796,618866,15462,0.573,9,-318070,0.0395,0.0656,9031.89,1.107,1,92.88
2024-12-04,65,149571,659,Employed,High School,44,123892,12,Married,2,Rent,975,0.104,6,5,0.078,0,Other,1,4,19,69924,18276,470275,213193,12464,0.625,9,257082,0.0389,0.058,10651.56,0.933,1,56.64
2023-09-25,21,72157,610,Self-Employed,High School,2,86181,60,Married,1,Own,2535,0.199,8,0,0.422,0,Debt Consolidation,0,22,1,46536,11803,322138,86583,6013,0.977,2,235555,0.0347,0.0833,1761.08,0.714,0,16.65
2023-09-02,67,104633,634,Employed,Associate,45,104618,72,Single,3,Rent,1452,0.273,15,3,0.167,0,Debt Consolidation,1,16,27,32992,26110,532206,179124,8719,0.897,21,353082,0.0327,0.0626,1746.69,0.367,0,37.06
2024-10-04,34,104131,673,Employed,Bachelor,12,166714,36,Married,2,Rent,892,0.168,7,1,0.103,0,Auto,0,24,6,85390,24994,348654,157846,8677,0.691,12,190808,0.0574,0.0743,5180.48,0.7,1,93.61
2024-11-07,71,50872,589,Employed,Associate,52,36679,12,Divorced,3,Own,1222,0.339,0,1,0.288,0,Debt Consolidation,1,32,23,4876,6919,136024,56169,4239,0.238,12,79855,0.0404,0.0875,3203.38,1.044,0,8.27
2023-10-16,35,86025,613,Self-Employed,High School,14,162534,12,Divorced,2,Own,945,0.321,5,0,0.132,0,Debt Consolidation,0,20,9,291,15908,288773,156284,7168,0.471,6,132489,0.0577,0.091,14221.38,2.116,0,22.69
2024-02-13,43,132493,530,Employed,Master,22,76069,48,Married,2,Rent,3191,0.536,14,1,0.289,0,Debt Consolidation,0,32,22,24374,2634,187660,134946,11041,0.593,21,52714,0.05,0.112,1973.44,0.468,0,2.83
2023-12-14,56,28799,585,Self-Employed,Associate,37,46642,24,Married,1,Own,1170,0.658,14,1,0.488,0,Other,1,31,35,4621,2206,71549,79747,2399,0.73,24,-8198,0.0517,0.1098,2173.45,1.393,0,3.07
2024-01-13,25,72281,681,Employed,Master,7,88979,36,Married,3,Own,2150,0.073,14,1,0.357,0,Auto,0,37,2,30065,7549,151451,73902,6023,0.439,7,77549,0.046,0.0736,2762.08,0.815,1,58.05
2023-09-09,50,64908,753,Employed,High School,28,72492,12,Married,0,Rent,2004,0.123,7,0,0.37,0,Debt Consolidation,0,45,21,5030,1960,308779,143747,5409,0.95,13,165032,0.0373,0.0558,6225.14,1.521,1,81.37
2023-03-19,47,57044,742,Employed,Bachelor,26,93720,24,Single,4,Rent,2244,0.416,3,1,0.472,0,Auto,0,16,21,31828,16065,262132,133331,4753,0.858,16,128801,0.0453,0.0689,4191.41,1.354,0,36.05
2023-01-29,63,54574,698,Unemployed,Bachelor,41,111967,48,Single,1,Rent,768,0.679,2,3,0.169,0,Home,1,44,33,45096,3967,276020,160287,4547,0.757,1,115733,0.0355,0.0494,2575.48,0.735,1,54.4
2024-10-08,75,60829,522,Employed,High School,55,65367,24,Divorced,2,Own,2777,0.311,4,1,0.548,0,Debt Consolidation,0,22,46,14914,14068,193929,92055,5069,0.932,13,101874,0.0333,0.1102,3047.22,1.149,0,0.68
2024-05-21,56,63435,582,Unemployed,Bachelor,35,40308,84,Divorced,5,Own,1956,0.209,13,1,0.37,0,Home,0,13,29,25589,1971,182506,75573,5286,0.804,3,106933,0.0538,0.1068,683.41,0.499,0,22.93
2024-09-11,41,94779,642,Employed,High School,18,53415,120,Single,1,Rent,1329,0.38,4,1,0.168,0,Auto,0,10,8,20929,18079,435326,103418,7898,0.529,10,331908,0.0429,0.0708,622.4,0.247,1,50.09
2023-09-29,41,68751,746,Employed,High School,22,12148,36,Married,1,Rent,2226,0.125,10,1,0.389,0,Home,0,33,8,9906,19374,229706,21296,5729,0.946,0,208410,0.0527,0.0721,376.26,0.454,1,63.78
2023-02-26,42,49566,609,Self-Employed,Bachelor,21,23892,48,Married,2,Mortgage,911,0.324,2,2,0.221,0,Home,1,47,18,9161,14114,240803,10550,4130,0.647,14,230253,0.0371,0.0759,578.69,0.361,0,10.96
2024-01-07,65,35597,550,Employed,Bachelor,47,66875,36,Married,2,Own,946,0.629,8,2,0.319,0,Debt Consolidation,1,26,23,11276,10338,178146,47293,2966,0.409,13,130853,0.0573,0.1158,2207.82,1.063,0,0.15
2024-01-21,36,42777,790,Employed,Master,18,33975,12,Single,2,Own,1848,0.314,1,3,0.518,0,Home,0,45,12,6515,3383,61119,59785,3564,0.609,12,1334,0.0466,0.0725,2943.66,1.344,1,70.27
2023-08-09,27,61733,593,Employed,Bachelor,4,103666,72,Single,2,Own,2523,0.156,14,2,0.49,0,Other,0,46,3,45195,7205,136068,196405,5144,0.746,4,-60337,0.0324,0.0887,1861.95,0.852,0,32.36
2023-09-11,37,38061,558,Self-Employed,Doctorate,19,51505,12,Married,2,Own,262,0.548,12,1,0.083,0,Auto,0,27,7,11760,6008,74091,25374,3171,0.836,18,48717,0.06,0.1046,4539.13,1.514,0,1.12
2024-08-26,19,86936,680,Employed,High School,0,147458,12,Married,1,Mortgage,3493,0.286,14,0,0.482,0,Auto,0,24,0,53287,2095,271126,270524,7244,0.707,0,602,0.032,0.0661,12732.56,2.24,1,52.11
2024-06-06,24,67173,655,Employed,Master,3,52636,120,Single,2,Rent,3064,0.18,5,0,0.547,1,Education,0,22,3,5150,4514,308756,58846,5597,0.858,3,249910,0.0349,0.0785,634.46,0.661,0,11.29
2023-11-04,23,95967,614,Unemployed,High School,1,190636,24,Married,5,Mortgage,2763,0.036,11,3,0.345,0,Auto,0,16,3,70661,8235,135820,215299,7997,0.95,1,-79479,0.0371,0.0808,8628.91,1.424,0,38.4
2024-07-02,62,39363,660,Employed,High School,41,27048,84,Married,3,Rent,1715,0.482,11,2,0.523,0,Auto,1,4,31,12904,8554,116369,51049,3280,0.828,7,65320,0.0584,0.0996,448.47,0.66,0,4.03
2023-08-21,59,35755,576,Employed,Bachelor,37,26284,84,Married,1,Rent,1361,0.012,9,2,0.457,0,Debt Consolidation,1,21,34,12735,7956,134570,52396,2979,0.919,18,82174,0.0502,0.109,448.67,0.607,0,0.34
2024-07-18,58,95609,613,Self-Employed,Bachelor,35,164232,72,Divorced,1,Mortgage,4367,0.281,10,1,0.548,0,Debt Consolidation,1,27,21,6103,6385,401979,230920,7967,0.736,24,171059,0.0448,0.099,3034.26,0.929,0,10.42
2023-11-09,44,57813,656,Employed,Bachelor,22,33148,48,Married,1,Mortgage,1293,0.158,14,1,0.268,0,Home,0,12,15,38619,15955,291888,21792,4817,0.806,22,270096,0.051,0.0804,809.86,0.436,0,17.11
2024-06-30,59,48959,476,Employed,Associate,37,83859,36,Married,3,Own,1460,0.198,8,1,0.358,0,Auto,0,22,28,10089,6237,153592,63290,4079,0.826,1,90302,0.0538,0.1327,2836.46,1.053,0,0.67
2023-04-26,27,76828,745,Employed,Bachelor,9,110253,24,Married,4,Mortgage,1056,0.583,13,0,0.165,0,Education,0,26,8,33800,17231,249148,36411,6402,0.921,9,212737,0.0467,0.055,4861.68,0.924,1,94.79
2024-12-01,70,75412,536,Unemployed,Bachelor,51,120536,84,Married,3,Own,842,0.238,13,0,0.134,0,Auto,0,15,42,57792,21835,349179,93044,6284,0.786,19,256135,0.0303,0.083,1896.77,0.436,0,1.47
2024-12-30,47,28915,575,Unemployed,High School,27,36331,84,Married,5,Rent,1165,0.408,13,1,0.483,0,Debt Consolidation,0,16,19,14650,5163,130160,66582,2409,0.61,21,63578,0.0579,0.1183,638.04,0.748,0,0.46
2023-10-10,72,108263,750,Unemployed,High School,51,148177,72,Single,5,Rent,3550,0.434,2,2,0.393,0,Home,0,43,32,93239,5040,541564,100024,9021,0.558,21,441540,0.0371,0.0568,2433.4,0.663,1,82.12
2023-01-07,26,44125,711,Employed,Bachelor,4,52628,36,Divorced,1,Rent,432,0.393,14,2,0.117,0,Home,0,44,4,17475,1108,221651,87867,3677,0.798,4,133784,0.0523,0.0604,1602.0,0.553,1,87.4
2024-01-07,46,126754,667,Employed,Bachelor,24,144633,84,Single,0,Rent,3044,0.14,10,0,0.288,0,Debt Consolidation,0,30,13,111171,25744,321345,207966,10562,0.485,19,113379,0.0427,0.0704,2185.73,0.495,1,96.46
2023-08-30,58,27812,506,Unemployed,Bachelor,40,7495,72,Married,0,Own,854,0.699,2,0,0.368,0,Other,0,9,24,12565,3454,94411,7527,2317,0.747,7,86884,0.0445,0.1164,145.13,0.431,0,0.21
2024-06-30,46,63493,605,Unemployed,Bachelor,27,15337,72,Married,0,Mortgage,532,0.56,6,0,0.101,0,Debt Consolidation,0,43,25,29448,10412,312100,6146,5291,0.34,17,305954,0.0582,0.092,277.98,0.153,0,26.1
2024-11-23,43,49374,640,Employed,Bachelor,25,5711,12,Married,2,Rent,1755,0.143,2,3,0.427,0,Education,0,6,11,12404,13019,129428,2607,4114,0.87,18,126821,0.0461,0.0874,498.75,0.548,0,28.55
2023-08-06,27,20178,647,Employed,High School,6,19021,84,Single,0,Rent,615,0.26,13,2,0.366,0,Home,0,6,8,12285,3811,46974,23483,1681,0.858,6,23491,0.0325,0.069,286.15,0.536,0,11.02
2023-11-13,40,75290,762,Employed,Bachelor,19,150845,84,Married,2,Rent,2481,0.068,13,2,0.395,0,Education,0,33,13,51857,17019,388288,217610,6274,0.765,10,170678,0.0331,0.0528,2151.93,0.738,1,76.47
2024-12-22,31,20702,839,Self-Employed,Master,13,34772,60,Single,0,Rent,818,0.492,3,2,0.474,0,Debt Consolidation,0,7,9,12550,6003,120853,14971,1725,0.956,13,105882,0.0483,0.072,691.81,0.875,1,60.48
2024-10-19,35,46824,715,Employed,High School,12,5221,48,Divorced,2,Rent,1400,0.319,7,2,0.359,0,Auto,0,42,6,29150,6721,105067,2193,3902,0.657,12,102874,0.0314,0.0506,120.38,0.39,1,78.65
2024-05-30,57,94102,611,Employed,Master,38,27626,120,Married,0,Own,1480,0.264,5,3,0.189,0,Debt Consolidation,0,11,18,14868,2350,89855,29279,7841,0.689,3,60576,0.0365,0.0732,325.34,0.23,0,40.96
2024-03-21,54,41563,769,Self-Employed,Associate,33,46768,24,Married,2,Rent,1397,0.475,9,2,0.403,0,Debt Consolidation,0,22,33,12066,3720,203361,31194,3463,0.908,10,172167,0.0356,0.0558,2063.95,0.999,0,37.95
2024-02-29,53,34479,606,Employed,Master,31,12769,60,Single,4,Other,868,0.288,14,1,0.302,0,Auto,1,44,21,24973,684,85252,15330,2873,0.859,6,69922,0.0365,0.0801,258.97,0.392,0,18.67
2023-02-03,38,80836,423,Employed,Bachelor,20,98819,72,Widowed,3,Mortgage,2321,0.051,0,2,0.345,1,Education,0,13,10,22119,11714,306566,52304,6736,0.889,20,254262,0.052,0.1435,2054.8,0.65,0,0.44
2023-05-14,73,47821,547,Employed,High School,50,6661,24,Single,5,Mortgage,1246,0.174,14,2,0.313,0,Auto,0,46,49,40507,5998,154014,3641,3985,0.761,22,150373,0.0539,0.1128,311.32,0.391,0,1.61
2023-05-06,23,44243,446,Self-Employed,Associate,0,76109,24,Single,5,Own,1400,0.419,5,1,0.38,0,Education,0,19,4,6601,12323,187494,33974,3686,0.843,0,153520,0.0318,0.1193,3580.23,1.351,0,0.09
2023-01-19,37,102487,625,Employed,High School,14,165022,84,Married,3,Rent,1953,0.212,6,1,0.229,0,Home,0,47,15,61061,3768,456772,237258,8540,0.755,14,219514,0.0567,0.0919,2670.99,0.541,0,48.39
2024-01-26,24,30223,643,Unemployed,High School,6,66233,24,Divorced,5,Mortgage,817,0.107,2,2,0.324,0,Debt Consolidation,0,18,4,25957,8593,101190,110364,2518,0.673,6,-9174,0.0334,0.0688,2961.82,1.5,0,27.93
2023-11-28,37,43053,516,Self-Employed,High School,17,43710,84,Married,2,Own,1594,0.17,10,0,0.444,0,Other,0,26,16,13532,6084,154709,33613,3587,0.691,4,121096,0.0418,0.115,759.96,0.656,0,0.49
2023-12-20,73,83551,583,Employed,Doctorate,54,12156,36,Single,2,Own,997,0.298,12,2,0.143,0,Debt Consolidation,1,24,29,74243,14636,463975,5038,6962,0.774,15,458937,0.0398,0.0812,381.6,0.198,0,19.72
2024-10-06,39,29261,531,Employed,Doctorate,19,44547,60,Married,3,Rent,821,0.448,12,1,0.337,0,Auto,0,46,8,7381,8228,104560,67726,2438,0.651,19,36834,0.0348,0.0989,944.08,0.724,0,0.4
2024-04-19,70,131619,648,Employed,High School,47,212546,36,Single,5,Mortgage,4414,0.614,3,1,0.402,0,Debt Consolidation,0,3,36,74088,32359,198320,399213,10968,0.342,22,-200893,0.035,0.0731,6592.97,1.004,1,52.14
2023-03-01,46,48609,583,Employed,High School,24,72664,120,Married,2,Own,2109,0.068,1,0,0.521,0,Home,0,45,21,24820,9547,113929,111301,4050,0.787,16,2628,0.0334,0.0937,935.09,0.751,0,25.42
2023-03-24,58,83890,750,Employed,Bachelor,36,138325,24,Single,3,Rent,3370,0.662,4,3,0.482,0,Debt Consolidation,0,38,23,47300,13245,257042,230039,6990,0.912,14,27003,0.0328,0.0569,6111.34,1.356,0,45.54
2024-05-04,44,83802,675,Self-Employed,Bachelor,24,180592,24,Single,4,Rent,1330,0.17,2,2,0.19,0,Auto,0,38,19,50333,24170,429303,200117,6983,0.716,24,229186,0.0512,0.072,8101.95,1.351,1,95.56
2023-11-27,33,50204,804,Employed,High School,10,18816,36,Divorced,1,Rent,771,0.33,10,3,0.184,0,Auto,0,21,11,1338,7040,103060,29638,4183,0.918,4,73422,0.0388,0.048,562.24,0.319,1,96.0
2024-06-13,62,42637,619,Employed,High School,39,24477,36,Married,3,Rent,1104,0.335,14,3,0.311,0,Auto,1,17,24,2144,4366,119183,34358,3553,0.847,16,84825,0.0495,0.0903,778.7,0.53,0,3.1
2023-07-12,74,53024,850,Employed,Bachelor,52,76927,60,Single,3,Mortgage,1890,0.089,15,0,0.428,0,Home,1,45,28,24406,3275,262918,33982,4418,0.738,18,228936,0.0512,0.0726,1532.7,0.775,1,69.9
2024-05-07,33,77369,660,Employed,High School,11,34909,24,Single,0,Own,1969,0.541,13,4,0.305,0,Auto,0,31,5,67869,12850,120652,69513,6447,0.528,11,51139,0.0311,0.0614,1549.39,0.546,1,86.24
2023-12-11,63,33083,612,Employed,Bachelor,42,20066,12,Divorced,5,Mortgage,298,0.3,6,1,0.108,1,Home,0,21,30,21594,3015,51362,13932,2756,0.862,21,37430,0.0561,0.0885,1753.41,0.744,0,10.37
2024-08-17,33,29684,850,Employed,Master,15,27304,72,Single,4,Mortgage,314,0.105,1,1,0.127,0,Education,0,15,14,23473,463,95508,16274,2473,0.719,0,79234,0.0417,0.048,437.2,0.304,1,96.93
2023-10-10,59,113789,495,Unemployed,Doctorate,40,127144,120,Divorced,3,Own,1408,0.35,14,3,0.148,1,Education,0,47,29,75992,31597,346500,203036,9482,0.627,11,143464,0.0312,0.0948,1643.82,0.322,0,2.13
2024-11-28,63,37517,610,Employed,Bachelor,41,9046,60,Single,5,Rent,1104,0.603,3,0,0.353,1,Education,0,29,33,8378,6671,100176,8975,3126,0.839,15,91201,0.0479,0.093,189.1,0.414,0,3.92
2024-03-01,44,64669,510,Employed,Associate,25,109896,84,Single,3,Own,1321,0.384,12,1,0.245,0,Debt Consolidation,0,32,25,53456,1212,188042,43269,5389,0.888,5,144773,0.0526,0.1174,1924.72,0.602,0,0.79
2023-10-06,60,48966,494,Employed,Master,41,97839,84,Married,2,Rent,1176,0.103,8,2,0.288,0,Education,0,31,40,39441,2005,102113,140733,4080,0.762,10,-38620,0.0477,0.1186,1719.81,0.71,0,0.62
2024-01-15,33,50064,473,Unemployed,Master,10,29768,24,Married,4,Mortgage,942,0.101,3,3,0.226,0,Auto,0,1,12,3813,8177,156534,43380,4172,0.902,10,113154,0.0464,0.1194,1400.45,0.561,0,0.26
2024-04-30,22,110768,715,Self-Employed,Bachelor,2,158318,12,Married,1,Rent,3298,0.205,9,2,0.357,0,Auto,0,13,1,30939,1827,522774,50078,9230,0.966,2,472696,0.047,0.0661,13670.29,1.838,1,67.12
2024-02-11,23,51917,540,Employed,Master,0,103050,24,Married,4,Own,1024,0.125,11,1,0.237,0,Home,0,8,4,15504,5903,141495,114416,4326,0.837,0,27079,0.032,0.0888,4702.14,1.324,0,1.85
2023-09-23,43,45323,637,Employed,Associate,24,27585,120,Single,0,Own,513,0.184,14,1,0.136,0,Debt Consolidation,0,13,21,20909,13075,131453,29883,3776,0.838,19,101570,0.0409,0.0684,318.02,0.22,0,26.85
2024-08-27,70,47341,740,Self-Employed,Bachelor,50,64729,24,Single,0,Mortgage,1624,0.38,0,4,0.412,0,Debt Consolidation,0,20,34,29666,8981,93762,119803,3945,0.648,14,-26041,0.045,0.0656,2885.19,1.143,1,54.68
2024-05-10,25,42119,701,Employed,Bachelor,5,24019,120,Divorced,0,Own,1759,0.151,9,0,0.501,0,Auto,1,25,2,38,9021,31219,14104,3509,0.913,5,17115,0.0537,0.0835,295.88,0.585,0,32.67
2023-10-31,44,38752,697,Self-Employed,Associate,24,6835,12,Married,5,Other,904,0.178,5,0,0.28,0,Home,0,30,15,30114,6474,120316,2117,3229,0.945,1,118199,0.0504,0.0702,591.47,0.463,1,85.91
2023-04-14,58,42204,769,Employed,Associate,38,92198,48,Single,4,Own,902,0.092,2,1,0.256,0,Auto,1,22,30,29728,850,156481,152657,3517,0.751,9,3824,0.048,0.0608,2168.66,0.873,1,83.03
2023-07-10,29,124443,804,Unemployed,Master,10,218886,120,Married,5,Own,4930,0.39,0,2,0.475,0,Auto,1,26,7,108803,1519,530037,352111,10370,0.586,3,177926,0.0478,0.0716,2559.54,0.722,1,86.69
2023-07-12,59,77322,547,Self-Employed,Doctorate,37,133591,84,Single,0,Rent,1639,0.374,1,4,0.254,0,Education,0,10,28,64321,880,442479,42868,6443,0.509,12,399611,0.0362,0.0922,2164.3,0.59,0,1.14
2023-11-11,35,45588,703,Employed,Bachelor,16,20377,36,Widowed,5,Mortgage,1875,0.546,10,1,0.494,0,Debt Consolidation,0,27,5,23038,1265,185165,12431,3799,0.794,14,172734,0.0506,0.0796,638.17,0.662,0,19.43
2024-09-08,64,88506,635,Self-Employed,Master,44,82716,60,Married,1,Mortgage,1036,0.053,13,2,0.14,0,Education,0,9,24,71042,21674,535229,84049,7375,0.462,22,451180,0.0555,0.0838,1692.27,0.37,0,44.98
2023-10-11,51,24499,646,Employed,High School,28,41005,84,Single,2,Own,332,0.083,12,1,0.163,0,Home,1,11,19,11808,6769,70156,27180,2041,0.869,12,42976,0.0453,0.072,622.89,0.468,0,9.4
2024-06-13,49,107779,523,Employed,Bachelor,29,83677,48,Single,1,Rent,1723,0.549,6,0,0.192,0,Education,0,27,11,25896,17724,421910,165360,8981,0.546,24,256550,0.0517,0.1106,2165.11,0.433,0,3.91
2023-02-12,28,103525,612,Employed,Associate,10,59993,24,Married,5,Own,1902,0.175,6,0,0.22,0,Education,1,7,3,4129,13956,322710,113667,8627,0.41,8,209043,0.0514,0.0894,2739.11,0.538,0,38.68
2024-04-21,44,165738,621,Employed,High School,26,79216,72,Married,5,Mortgage,4075,0.178,10,3,0.295,0,Home,0,13,17,147802,41389,603962,157298,13811,0.912,4,446664,0.0362,0.0757,1372.34,0.394,1,78.43
2023-05-06,67,89839,788,Self-Employed,Bachelor,47,69850,120,Married,3,Rent,2081,0.185,12,0,0.278,0,Home,0,46,37,44519,21691,213886,78106,7486,0.53,7,135780,0.0355,0.0494,738.82,0.377,1,99.29
