Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,LoanAmount,LoanDuration,MonthlyDebtPayments,CreditCardUtilizationRate,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalLiabilities,JobTenure,NetWorth,LoanApproved,LoanToIncomeRatio,SavingsToLoanRatio
38,80836,423,0,1,98819,72,2321,0.051,0.345,1,2,0,13,10,22119,11714,52304,20,254262,0,1.2224476415502803,0.22383120825743777
73,47821,547,0,3,6661,24,1246,0.174,0.313,0,0,0,46,49,40507,5998,3641,22,150373,0,0.13928735728325875,6.080306214350045
23,44243,446,1,0,76109,24,1400,0.419,0.38,0,2,0,19,4,6601,12323,33974,0,153520,0,1.7202106500316428,0.08672973328077782
37,102487,625,0,3,165022,84,1953,0.212,0.229,0,3,0,47,15,61061,3768,237258,14,219514,0,1.6101592381547107,0.3700150888058028
24,30223,643,2,3,66233,24,817,0.107,0.324,0,1,0,18,4,25957,8593,110364,6,-9174,0,2.1914041821069348,0.3918984207506719
37,43053,516,1,3,43710,84,1594,0.17,0.444,0,4,0,26,16,13532,6084,33613,4,121096,0,1.015236679518744,0.3095788245521722
73,83551,583,0,2,12156,36,997,0.298,0.143,0,1,1,24,29,74243,14636,5038,15,458937,0,0.14549023362696284,6.107016533684297
39,29261,531,0,2,44547,60,821,0.448,0.337,0,0,0,46,8,7381,8228,67726,19,36834,0,1.5223498052081197,0.1656864505701715
70,131619,648,0,3,212546,36,4414,0.614,0.402,0,1,0,3,36,74088,32359,399213,22,-200893,1,1.6148457681203465,0.34857231577015907
46,48609,583,0,3,72664,120,2109,0.068,0.521,0,3,0,45,21,24820,9547,111301,16,2628,0,1.4948364534046492,0.3415674671437418
58,83890,750,0,1,138325,24,3370,0.662,0.482,0,1,0,38,23,47300,13245,230039,14,27003,0,1.6488657901324337,0.3419458380926218
44,83802,675,1,1,180592,24,1330,0.17,0.19,0,0,0,38,19,50333,24170,200117,24,229186,1,2.1549586530315143,0.27870958453539174
33,50204,804,0,3,18816,36,771,0.33,0.184,0,0,0,21,11,1338,7040,29638,4,73422,1,0.3747833881087541,0.07110591486421852
62,42637,619,0,3,24477,36,1104,0.335,0.311,0,0,1,17,24,2144,4366,34358,16,84825,0,0.574065387682349,0.08758885529863551
74,53024,850,0,1,76927,60,1890,0.089,0.428,0,3,1,45,28,24406,3275,33982,18,228936,1,1.4507685054219708,0.3172576955074875
33,77369,660,0,3,34909,24,1969,0.541,0.305,0,0,0,31,5,67869,12850,69513,11,51139,1,0.4511955538322347,1.9441134345459754
63,33083,612,0,1,20066,12,298,0.3,0.108,1,3,0,21,30,21594,3015,13932,21,37430,0,0.6065167452545037,1.0760950814770518
33,29684,850,0,4,27304,72,314,0.105,0.127,0,2,0,15,14,23473,463,16274,0,79234,1,0.9197911403065522,0.8596594030397363
59,113789,495,2,2,127144,120,1408,0.35,0.148,1,2,0,47,29,75992,31597,203036,11,143464,0,1.1173565339660778,0.5976798143851508
63,37517,610,0,1,9046,60,1104,0.603,0.353,1,2,0,29,33,8378,6671,8975,15,91201,0,0.24111093341862572,0.926052835193987
44,64669,510,0,0,109896,84,1321,0.384,0.245,0,1,0,32,25,53456,1212,43269,5,144773,0,1.6993350858203184,0.48641910152233453
60,48966,494,0,4,97839,84,1176,0.103,0.288,0,2,0,31,40,39441,2005,140733,10,-38620,0,1.9980599179038945,0.40311733442354863
33,50064,473,2,4,29768,24,942,0.101,0.226,0,0,0,1,12,3813,8177,43380,10,113154,0,0.5945870368520922,0.12808626423460648
22,110768,715,1,1,158318,12,3298,0.205,0.357,0,0,0,13,1,30939,1827,50078,2,472696,1,1.4292626998528468,0.19542190135106968
23,51917,540,0,4,103050,24,1024,0.125,0.237,0,3,0,8,4,15504,5903,114416,0,27079,0,1.984860741939212,0.15044977729473755
43,45323,637,0,0,27585,120,513,0.184,0.136,0,1,0,13,21,20909,13075,29883,19,101570,0,0.6086179507545671,0.7579569346770101
70,47341,740,1,1,64729,24,1624,0.38,0.412,0,1,0,20,34,29666,8981,119803,14,-26041,1,1.367263740441891,0.4583037231577321
25,42119,701,0,1,24019,120,1759,0.151,0.501,0,0,1,25,2,38,9021,14104,5,17115,0,0.5702516619183285,0.001582014987510408
44,38752,697,1,0,6835,12,904,0.178,0.28,0,3,0,30,15,30114,6474,2117,1,118199,1,0.1763734420560989,4.405207723815097
58,42204,769,0,0,92198,48,902,0.092,0.256,0,0,1,22,30,29728,850,152657,9,3824,1,2.1845278995379696,0.3224329981887005
29,124443,804,2,4,218886,120,4930,0.39,0.475,0,0,1,26,7,108803,1519,352111,3,177926,1,1.7589116389701391,0.4970738326168297
59,77322,547,1,2,133591,84,1639,0.374,0.254,0,2,0,10,28,64321,880,42868,12,399611,0,1.7277006841431397,0.4814734415234445
35,45588,703,0,1,20377,36,1875,0.546,0.494,0,1,0,27,5,23038,1265,12431,14,172734,0,0.44697185724626554,1.130532927667092
64,88506,635,1,4,82716,60,1036,0.053,0.14,0,2,0,9,24,71042,21674,84049,22,451180,0,0.9345701469940231,0.8588560997134809
51,24499,646,0,3,41005,84,332,0.083,0.163,0,3,1,11,19,11808,6769,27180,12,42976,0,1.673673469387755,0.2879578598253914
49,107779,523,0,1,83677,48,1723,0.549,0.192,0,2,0,27,11,25896,17724,165360,24,256550,0,0.7763685284839488,0.3094720237099357
28,103525,612,0,0,59993,24,1902,0.175,0.22,0,2,1,7,3,4129,13956,113667,8,209043,0,0.579496937967274,0.06882354902156883
44,165738,621,0,3,79216,72,4075,0.178,0.295,0,3,0,13,17,147802,41389,157298,4,446664,1,0.4779563047924749,1.865786384235707
67,89839,788,1,1,69850,120,2081,0.185,0.278,0,3,0,46,37,44519,21691,78106,7,135780,1,0.777493321460374,0.6373423429872156
19,67414,556,0,3,38771,60,3047,0.647,0.542,0,3,1,4,0,44946,3571,67850,0,248875,0,0.5751093970184677,1.1592386258124419
61,103318,445,0,0,117646,72,3260,0.375,0.379,0,0,1,24,38,27968,24348,86011,4,442315,0,1.1386676216378402,0.23772811886405942
46,39620,659,0,3,63430,48,557,0.258,0.169,1,1,0,43,9,9211,7401,83285,7,59674,0,1.600918704727291,0.14521290851476407
59,44457,546,0,1,81344,24,498,0.296,0.134,0,1,0,48,39,1985,3689,154786,1,2050,0,1.8296819470061632,0.024402237383981805
56,52463,647,0,1,43662,60,767,0.352,0.175,0,4,0,36,20,31407,3969,63425,16,35724,0,0.832227813357731,0.7193046744383116
43,107413,719,1,1,142090,72,2989,0.486,0.334,0,1,0,1,13,7353,32168,198533,18,270449,1,1.322825702422403,0.051748527352189794
35,35314,651,0,3,36551,72,1572,0.167,0.534,0,1,0,46,8,12789,5973,67466,0,43467,0,1.034999292085516,0.34988509520682864
54,33488,621,2,0,44585,120,839,0.252,0.301,0,4,0,43,18,12843,5565,34818,8,145858,0,1.3313326764012063,0.28805006055712556
26,60978,645,1,3,67724,36,2570,0.06,0.506,0,3,0,2,3,13452,9382,31851,4,233997,0,1.110611849981141,0.1986267995570321
51,77556,736,0,4,20946,60,2836,0.479,0.439,0,3,0,30,23,24096,16765,25845,5,176888,0,0.2700723338963601,1.1503317897550962
23,38118,556,0,4,8206,120,1253,0.399,0.394,0,1,0,20,4,6473,367,12858,2,132716,0,0.21527322332694981,0.7887169489460217
55,75751,725,0,2,20784,120,1757,0.293,0.278,0,3,0,39,13,54941,4708,31224,8,190698,1,0.2743689935579259,2.64330045706038
54,107387,569,0,1,100162,48,3209,0.607,0.359,0,3,0,47,19,751,16674,131356,0,313721,0,0.9327112899020374,0.007497778620848018
22,98738,714,0,4,88793,12,2174,0.212,0.264,0,4,0,0,3,30004,14038,106559,4,192133,1,0.8992697920781049,0.3379057143500687
61,64643,521,0,1,135744,72,429,0.49,0.08,0,3,0,27,36,28070,17331,57462,21,28170,0,2.099870057545944,0.20678478028656672
42,51776,708,0,3,5823,72,1181,0.453,0.274,0,2,0,32,18,12916,15212,7292,2,111668,1,0.11246306274986963,2.21771978021978
63,129031,650,0,4,24364,24,1097,0.233,0.102,0,4,0,32,26,68023,4160,12534,12,244742,1,0.18882137764275528,2.79183254668582
20,54595,668,0,3,72430,12,688,0.147,0.151,0,3,0,28,1,5700,11146,41876,2,225805,1,1.3266539673236135,0.07869558614405434
28,86697,746,0,1,176654,36,2087,0.36,0.289,0,1,0,24,9,1345,19717,145846,9,197888,1,2.037578721539136,0.007613710339362033
46,144226,586,0,2,122661,12,2644,0.398,0.22,0,3,0,38,22,89129,41458,70512,18,260421,1,0.8504718256637107,0.7266227519525199
28,82259,657,0,0,105867,60,3558,0.099,0.519,0,3,0,21,5,23243,7869,139227,3,150827,1,1.286980306345733,0.21954698303547815
37,32907,687,0,0,51807,48,783,0.44,0.286,0,3,0,21,15,27830,9591,42576,1,141961,1,1.5742980430290507,0.5371757257566399
56,29158,633,1,3,44719,84,308,0.157,0.127,0,2,0,33,19,14365,6778,26312,9,67188,0,1.5336259816866147,0.32122093023255816
26,46685,724,0,1,58011,24,1014,0.333,0.261,0,4,0,17,6,926,9212,59324,3,115730,1,1.2425780747975839,0.01596221471419706
57,77245,689,1,1,151589,12,521,0.408,0.081,0,1,0,6,28,63316,8304,168795,6,42716,1,1.962418766020247,0.41767926644237746
23,67669,607,0,1,139412,36,2898,0.252,0.514,0,3,0,6,2,56128,15331,160340,5,-32792,0,2.06017437564652,0.40260233981049115
28,163332,773,2,0,295502,24,1306,0.335,0.096,0,4,0,48,8,64311,35479,363433,9,366026,1,1.8091996106114503,0.21763230830143857
52,67341,710,0,0,140537,36,726,0.626,0.129,0,3,0,36,26,56901,1571,49556,5,46142,1,2.0869145555522555,0.4048798189813431
64,45994,584,0,4,39408,72,1946,0.071,0.508,0,1,0,20,41,7589,2850,19096,7,143643,0,0.8567887813892815,0.19257022507549038
27,30740,583,0,2,36645,60,245,0.343,0.096,0,3,0,3,4,336,7983,33414,4,3925,0,1.1920562115741193,0.009168804235114337
35,97754,640,0,0,147979,60,3957,0.292,0.486,0,4,1,32,7,62700,2834,49566,13,91724,0,1.51377423149711,0.42370590620354104
71,54012,700,2,1,28020,60,1033,0.342,0.23,0,3,1,15,23,40550,4528,31335,10,102878,1,0.5187640012589562,1.4471289390100281
75,25512,460,0,4,5589,60,993,0.086,0.467,0,4,0,47,32,4730,2042,11103,13,95221,0,0.21906479049896133,0.8461538461538461
51,54782,587,0,1,25992,72,1056,0.404,0.231,0,1,0,9,23,39148,13768,14248,3,150138,0,0.47445375390175787,1.5060977955603432
43,32929,608,0,4,13379,48,1427,0.231,0.52,0,1,0,0,16,6814,5419,7575,9,131726,0,0.4062860613422411,0.5092675635276532
38,43790,530,0,1,66616,48,1880,0.446,0.515,0,4,1,38,8,25203,6067,63603,7,23692,0,1.5212258226576236,0.37832685350586187
53,54344,568,2,3,73555,48,1620,0.621,0.358,0,4,0,19,33,23826,6633,139260,5,6086,0,1.3534823810838164,0.32391647180379574
52,34455,672,0,1,75022,12,199,0.233,0.069,0,1,0,28,15,21258,2091,97762,4,71515,1,2.1773276062224287,0.2833531050477853
35,42454,615,0,1,65181,72,381,0.316,0.108,0,0,0,16,8,12270,5365,49912,13,42419,0,1.5352961959722058,0.18824215274155442
19,37344,623,0,0,31162,48,1499,0.331,0.482,0,0,0,29,0,29269,7187,31985,0,73517,0,0.8344356674253581,0.9392227962648012
26,37848,535,0,3,74142,84,1092,0.365,0.346,0,0,0,12,3,32198,10884,145594,7,-7129,0,1.9588892705223389,0.4342689127766613
73,32728,640,0,4,54159,60,1293,0.123,0.474,0,0,0,15,52,278,129,92707,24,55924,0,1.6547709981973173,0.005132939438700148
42,42557,524,0,4,17494,60,938,0.151,0.264,0,3,0,20,21,34369,6518,15878,13,186170,0,0.4110625499318577,1.9645041440411546
45,34636,791,0,3,29942,36,922,0.176,0.319,0,0,0,17,21,25902,1797,17483,23,140106,1,0.8644513092935301,0.865043582807334
45,72641,816,0,1,120000,48,1616,0.475,0.267,1,3,0,35,12,63344,9937,166240,10,151585,1,1.6519368960105725,0.5278622678144349
63,59898,617,0,1,127999,120,1664,0.272,0.333,0,0,0,25,37,38791,4146,119501,23,137565,0,2.1369138049049234,0.3030546875
21,98455,558,2,0,57768,12,2303,0.235,0.281,0,1,0,37,2,32604,6380,84296,0,305648,0,0.5867392540830422,0.5643857432186813
22,139156,736,0,4,304091,36,5195,0.168,0.448,0,1,0,38,1,103650,14614,570685,4,36681,1,2.185236818844902,0.3408507951540981
33,76013,713,0,4,53571,120,1566,0.191,0.247,0,1,0,10,7,65999,22378,93639,1,295522,1,0.7047517562554266,1.2319681923392818
46,67832,828,0,4,88256,24,2396,0.156,0.424,0,3,0,7,25,41617,6093,31240,20,59037,1,1.301077646573202,0.4715433336732497
56,78446,850,0,3,71256,120,2942,0.076,0.45,0,2,0,4,15,9950,8413,84316,21,217000,1,0.9083330146468316,0.13963540424098686
46,68411,477,0,0,102668,12,1620,0.286,0.284,0,1,1,30,11,32428,4855,89946,0,211413,0,1.5007308659299539,0.31584996444885993
43,55553,764,1,3,56781,72,2227,0.503,0.481,0,0,0,45,14,40244,1641,17568,12,217347,1,1.022086618425316,0.7087457292804058
72,53387,639,0,1,33605,12,1157,0.427,0.26,0,1,0,36,35,16647,15993,43639,22,184760,0,0.6294485652206488,0.49535797179075164
27,32505,709,0,0,18027,48,1367,0.445,0.505,0,3,0,7,3,27242,7457,15690,4,124228,0,0.5545745400849074,1.5110938540048813
51,82409,730,0,1,56713,12,380,0.204,0.055,0,2,0,30,30,58011,15975,96142,21,212921,1,0.6881810459895644,1.022869132841979
49,53335,726,1,4,110778,36,1196,0.126,0.269,0,0,0,14,9,21588,8313,164752,22,62189,1,2.0769836508174593,0.19487447982018252
45,111832,750,0,3,100568,12,4391,0.295,0.471,0,4,0,33,23,57682,7004,124961,11,313439,1,0.8992694464066957,0.5735564637214251
64,85610,609,1,2,162984,72,1623,0.021,0.227,0,0,0,42,30,59027,13648,105297,21,220537,1,1.9037740477275116,0.3621621621621622
33,39617,574,0,1,33991,36,993,0.239,0.301,0,0,0,1,7,28670,10081,55353,10,145731,0,0.8579686001312534,0.8434337491174394
73,101047,766,0,2,163224,60,708,0.317,0.084,0,0,0,14,40,85330,28287,171210,14,126469,1,1.615311535112026,0.5227753101546945
37,15057,581,2,3,8976,36,210,0.627,0.167,0,4,0,9,16,11855,1317,10745,4,25107,0,0.5960950989507239,1.3205970814303218
49,142217,827,0,0,136149,84,5303,0.176,0.447,0,1,0,40,11,33975,14419,91920,1,559670,1,0.957326076867907,0.2495409474843922
48,27744,591,0,1,43415,48,124,0.083,0.054,0,3,0,1,26,4999,1809,56931,14,76631,0,1.5647864480086502,0.11514188317670905
67,69394,625,0,2,90153,120,737,0.201,0.127,0,1,0,9,48,49680,10459,58409,1,41748,0,1.2991281792636358,0.5510570801073719
43,67084,642,1,3,84351,36,896,0.487,0.16,0,1,1,7,13,28654,3438,68703,0,287318,0,1.2573749720503837,0.33969556145675267
34,95021,521,0,1,134412,12,3454,0.208,0.436,0,2,1,27,7,55071,1405,237543,12,193703,0,1.4145355812338196,0.40971483413062726
19,45965,521,1,3,51726,36,1276,0.339,0.333,0,4,0,19,0,15218,10382,71655,0,-10714,0,1.1253100117478136,0.2941983876892145
39,18531,742,0,3,27790,24,95,0.258,0.062,0,1,1,25,18,13042,1484,22736,21,42764,1,1.4995683142672134,0.46928861861753807
65,45998,505,1,1,27829,60,1705,0.217,0.445,0,1,0,18,21,3542,10707,26483,1,61676,0,0.6049914128568012,0.12727272727272726
18,48553,850,2,0,59901,120,1353,0.698,0.334,0,0,0,4,0,20309,11517,31060,0,158237,1,1.233698562425341,0.3390370939200694
69,19446,651,1,0,34227,60,874,0.182,0.539,0,3,0,31,49,16240,2091,43910,5,62559,0,1.7600143981076772,0.47446535000584317
49,55419,567,0,1,38285,120,656,0.363,0.142,0,4,0,4,16,31106,16557,54360,0,264720,0,0.6908155900396968,0.8124640860889097
26,31636,697,2,4,60007,84,1437,0.355,0.545,0,0,0,34,5,23265,5402,105209,8,-16606,0,1.896734835793533,0.38769830689241436
35,74947,438,0,3,8718,36,1849,0.067,0.296,0,3,0,21,15,39488,9084,15467,3,245523,0,0.11632064898329508,4.528959743089804
50,47904,629,1,3,53535,12,1110,0.08,0.278,0,0,0,9,24,27214,6702,81441,5,101201,0,1.117524266777998,0.50833084279737
36,144429,641,0,1,207073,12,2441,0.115,0.203,0,4,0,30,16,123951,628,89053,15,221163,1,1.4337256802603338,0.5985831152148507
24,47662,546,0,4,39371,60,1500,0.412,0.378,0,2,0,15,3,2850,8763,15982,4,214735,0,0.8260285756246984,0.07238646754038403
56,67184,603,1,0,55766,120,2074,0.32,0.37,0,3,0,9,15,33322,20110,109145,16,103224,0,0.8300364664731711,0.5975218319077591
56,48701,797,0,0,12113,24,1554,0.05,0.383,0,2,0,19,32,29717,11409,7059,23,184950,1,0.24871668514640055,2.453112101700512
24,24061,676,2,3,26029,48,272,0.294,0.136,0,3,0,29,2,17246,1848,8467,5,61614,1,1.0817471531875986,0.6625432193622743
34,48905,695,0,3,98420,120,1151,0.154,0.282,0,4,0,34,10,37352,6516,111630,0,75720,1,2.0124320124320123,0.3795125024131029
32,78960,589,1,1,103256,12,2581,0.533,0.392,1,1,0,31,7,24579,425,85022,3,238799,0,1.307683539975431,0.23803713065458032
56,73203,540,0,0,137371,84,932,0.337,0.153,0,2,0,16,32,55129,11650,107373,22,204286,0,1.876550461723403,0.40131176658998924
60,46787,638,0,1,86517,36,1668,0.304,0.428,0,3,1,25,20,36768,12596,29245,21,208617,0,1.8491279815337267,0.4249751496798354
60,26150,438,0,0,45099,120,291,0.367,0.134,0,3,0,26,17,14077,1481,43440,2,54418,0,1.72456120224848,0.31212860310421287
72,74774,561,0,3,108906,72,1190,0.246,0.191,0,0,0,5,33,18912,18629,198956,5,-95237,0,1.4564493480441325,0.17365274959369004
62,66819,547,1,1,16081,12,386,0.18,0.069,0,1,0,5,24,45447,8047,30333,9,183768,0,0.2406614785992218,2.825954483273225
36,82595,476,0,1,136028,120,2067,0.264,0.3,0,2,0,45,17,68734,17495,108597,18,127000,0,1.6469078405733935,0.5052893133081916
24,47237,718,1,4,89091,72,430,0.553,0.109,0,0,0,35,3,1949,6133,119153,6,37046,1,1.8860027943604725,0.021876262739639923
53,23337,648,2,1,22600,72,955,0.033,0.491,0,1,0,20,16,2916,1015,19681,9,20798,0,0.9683777530208244,0.1290208397858502
71,70748,604,1,2,117189,84,1765,0.086,0.299,0,1,0,19,25,28036,20678,197842,9,109672,0,1.6564050375270323,0.23923542964416758
74,53929,720,1,3,33946,48,304,0.331,0.068,0,0,1,40,47,14938,81,29785,19,126144,1,0.6294455776005934,0.4400388841429287
31,108645,512,1,1,82277,12,4453,0.05,0.492,0,3,0,19,9,50602,5523,125906,11,318220,0,0.7572943320508808,0.6150125185347237
31,54960,539,0,1,28542,60,2420,0.392,0.528,0,1,0,39,9,32578,5506,17365,0,159108,0,0.519313695165663,1.1413656588305363
20,52958,760,0,1,6080,60,877,0.49,0.199,0,3,0,36,1,37777,5046,9331,0,186925,1,0.11480579316074699,6.212300608452557
26,66744,850,2,3,89766,12,652,0.217,0.117,0,4,0,35,7,27464,16515,51208,2,267615,1,1.3449097310659974,0.3059476199494246
50,40196,721,0,3,76072,48,1060,0.568,0.316,0,1,0,13,11,1248,2718,78435,23,36881,1,1.8924795382740005,0.01640529491409567
49,39239,702,0,0,33501,84,495,0.57,0.151,0,3,0,1,13,24187,7779,41209,17,129646,1,0.8537461773700306,0.7219568980956361
39,51588,607,0,1,60769,60,2205,0.29,0.513,0,2,0,31,9,33098,8562,34755,6,42301,0,1.177944910736785,0.5446437386868521
35,34193,609,0,1,50796,120,280,0.62,0.098,0,3,0,22,9,21863,7680,91650,12,-5410,0,1.4855237761010704,0.4303994330373841
66,48312,680,1,1,43553,48,1987,0.354,0.494,0,4,0,45,35,21636,3633,71552,1,144585,1,0.9014757932647528,0.4967626394820223
44,142882,783,2,1,172742,84,6298,0.26,0.529,0,2,0,46,18,128035,1558,109119,21,299258,1,1.2089751754932356,0.7411877760603903
64,91246,698,1,3,199930,24,3264,0.273,0.429,0,4,1,41,27,42624,10381,108679,4,91661,0,2.191085734325512,0.2131935517753625
73,63197,746,1,4,82378,48,1853,0.276,0.352,0,1,0,37,23,10275,4978,149323,1,55790,1,1.3034906167916707,0.12472838951674577
36,117693,577,1,1,148697,84,933,0.491,0.095,0,4,0,22,8,71267,879,293866,13,171614,0,1.2634203952622904,0.4792734266768887
29,35866,715,0,3,30950,24,1128,0.093,0.377,0,0,0,28,5,22539,5565,13838,11,46604,0,0.8629101960018959,0.728215566540661
73,188192,599,0,0,206082,12,6900,0.162,0.44,0,4,0,12,16,34966,47070,285742,6,161354,1,1.0950566705456632,0.16966950209381657
54,43034,672,0,0,52541,60,1330,0.128,0.371,0,3,0,5,18,5689,11979,58852,5,35017,0,1.2208899732775649,0.10827528453427734
34,147547,715,2,3,116621,12,6206,0.136,0.505,0,4,0,3,9,82801,14532,70299,13,274689,1,0.7903936346138206,0.7099946836788942
54,147222,612,0,3,294314,12,5841,0.08,0.476,0,3,0,15,25,17406,2924,560268,9,-240617,1,1.9991034009631647,0.05914071657917537
47,22547,568,1,4,17801,24,159,0.386,0.085,0,1,0,18,11,19901,3936,32220,23,81846,0,0.7894713500088699,1.1179081002134592
70,112819,692,1,0,138115,12,1699,0.069,0.181,0,0,0,3,45,96004,6880,50109,7,537659,1,1.2242067009395496,0.6950968750905037
32,47006,647,0,0,10686,72,1107,0.511,0.283,0,4,0,4,13,34735,9732,11353,9,57861,0,0.22732784478907397,3.2502105361654348
75,40782,672,0,4,74561,36,1338,0.518,0.394,0,3,0,45,17,10187,5878,117489,16,-6886,0,1.8282372557192947,0.13662455406239102
72,70426,719,0,0,103825,48,2434,0.236,0.415,0,3,0,33,19,34551,12578,85795,5,5865,1,1.4742215343547218,0.3327779168994279
28,32729,777,0,0,19096,72,681,0.014,0.25,0,2,0,20,3,29086,3899,8466,9,155716,1,0.5834402688664834,1.5230664502277844
27,69633,719,0,3,91379,36,1663,0.397,0.287,0,0,0,24,6,45994,11963,73495,8,146246,1,1.3122756124881523,0.5033267673451521
48,33846,707,0,3,9050,84,1138,0.153,0.403,0,3,0,30,26,113,590,3793,22,57524,0,0.26737967914438504,0.012484808308474201
20,59191,614,1,3,40342,36,1909,0.312,0.387,0,3,0,42,0,7000,292,33233,0,174898,0,0.6815448033518043,0.17351213345561808
35,105628,628,0,4,119875,24,3143,0.199,0.357,0,3,0,39,16,66524,1715,49823,15,472631,0,1.1348682653437976,0.554940104774934
43,65726,700,2,1,29075,60,836,0.487,0.153,0,1,0,47,13,30929,15887,33804,15,106259,1,0.4423600651178359,1.0637295363873986
74,45256,627,1,1,59290,84,420,0.225,0.111,0,1,0,31,39,28082,3964,39893,1,173205,0,1.3100735797777139,0.4736300618980958
75,71019,700,1,0,97901,120,1873,0.578,0.316,0,3,0,40,34,62589,687,137591,11,184311,1,1.3784990143621516,0.6393025678739964
26,26816,586,0,1,7999,48,517,0.334,0.231,0,3,0,10,2,13198,5695,2465,0,107274,0,0.2982809411940187,1.64975
69,35616,833,0,1,35009,24,1148,0.156,0.387,0,3,0,1,27,18724,344,34334,9,151890,1,0.9829294999578853,0.5348186232504999
23,43689,677,0,0,58413,48,1211,0.477,0.333,0,1,0,9,4,15607,12814,51920,2,125399,1,1.336987869077592,0.2671791009004691
61,80291,671,1,0,88218,36,1214,0.456,0.181,0,3,1,17,23,57579,16560,69280,17,71620,1,1.0987146913764758,0.6526825287069679
67,66363,616,0,0,135010,120,2907,0.078,0.526,0,1,0,23,43,14263,15785,185735,21,76857,0,2.034386112952806,0.10564324388383169
69,70797,832,1,3,144459,12,1337,0.387,0.227,0,0,0,34,50,33788,4604,271428,24,87760,1,2.040438995451849,0.23389173473625918
30,53439,547,0,1,49007,12,1902,0.119,0.427,0,1,0,28,5,40403,10026,87398,10,134154,0,0.9170471556886227,0.8244164218086842
69,36532,596,0,3,26635,48,1147,0.271,0.377,0,3,0,36,33,31069,6563,29728,13,108751,0,0.7290668710480935,1.1664288932272113
24,114011,736,0,3,177467,48,4117,0.48,0.433,0,3,0,4,5,77655,332,233094,1,253432,1,1.5565642213100375,0.4375718439380621
48,38219,681,1,1,60183,72,536,0.106,0.168,1,2,0,26,24,17108,309,68283,14,98934,1,1.574646781789639,0.28426159776684834
45,66804,608,0,4,33322,12,2464,0.32,0.443,0,3,0,11,13,41045,8446,33056,6,211334,0,0.4987950003742235,1.2317318368694294
36,51223,610,0,0,72666,24,1665,0.165,0.39,0,2,0,15,14,40473,11102,22023,18,262705,0,1.4185928471029206,0.556965335021399
19,71789,633,0,3,154387,72,660,0.133,0.11,0,3,0,8,0,63953,8953,251236,0,108573,0,2.1505362863908624,0.4142355623494054
